ensg	filename	TP	rel_weighted_distance	symbol
ENSG00000119397	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1831.txt	0	0.975009584	CNTRL
ENSG00000119396	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1831.txt	0	1	RAB14
ENSG00000148180	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1831.txt	0	0.976973346	GSN
ENSG00000148175	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1831.txt	0	0.76812677	STOM
ENSG00000267987	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1831.txt	0	0.764515627	AL161784.1
ENSG00000136848	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1831.txt	0	0.405451853	DAB2IP
ENSG00000175764	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1831.txt	0	0	TTLL11
ENSG00000196814	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0	MVB12B
ENSG00000136944	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.333794577	LMX1B
ENSG00000169155	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.569832705	ZBTB43
ENSG00000177125	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.651853623	ZBTB34
ENSG00000136828	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	1	RALGPS1
ENSG00000136859	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	1	1	ANGPTL2
ENSG00000136895	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.765893873	GARNL3
ENSG00000136856	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.468429531	SLC2A8
ENSG00000196152	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.421558469	ZNF79
ENSG00000197958	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.381480613	RPL12
ENSG00000148356	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.374921418	LRSAM1
ENSG00000136830	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1844.txt	0	0.282258153	FAM129B
ENSG00000120549	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1887.txt	0	0.162011933	KIAA1217
ENSG00000269879	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1887.txt	0	0	AL353583.1
ENSG00000107863	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1887.txt	1	0.592700594	ARHGAP21
ENSG00000099256	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1887.txt	0	1	PRTFDC1
ENSG00000151023	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1887.txt	0	0.774558791	ENKUR
ENSG00000185875	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1887.txt	0	0.68961153	THNSL1
ENSG00000151025	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1887.txt	0	0.301596136	GPR158
ENSG00000148634	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0	HERC4
ENSG00000138347	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.207302142	MYPN
ENSG00000179774	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.237785655	ATOH7
ENSG00000108187	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.390885785	PBLD
ENSG00000096746	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.406269364	HNRNPH3
ENSG00000204130	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.503502015	RUFY2
ENSG00000138346	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.601834361	DNA2
ENSG00000122912	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.685793328	SLC25A16
ENSG00000138336	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	1	0.939114244	TET1
ENSG00000060339	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	1	CCAR1
ENSG00000165730	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.859059331	STOX1
ENSG00000107625	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.747215161	DDX50
ENSG00000165732	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.664017637	DDX21
ENSG00000198954	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.614564785	KIAA1279
ENSG00000122862	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.463830892	SRGN
ENSG00000122958	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.410126397	VPS26A
ENSG00000156502	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.324092421	SUPV3L1
ENSG00000156510	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.263311965	HKDC1
ENSG00000156515	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1922.txt	0	0.187954878	HK1
ENSG00000143595	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.686730757	AQP10
ENSG00000143515	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.722206254	ATP8B2
ENSG00000160712	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.883517223	IL6R
ENSG00000169291	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.928114873	SHE
ENSG00000163239	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.990969119	TDRD10
ENSG00000160714	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	1	UBE2Q1
ENSG00000160716	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.982222864	CHRNB2
ENSG00000160710	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.962723766	ADAR
ENSG00000268141	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.921039852	AL606500.1
ENSG00000143603	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.805167612	KCNN3
ENSG00000163344	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.494843719	PMVK
ENSG00000163346	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.468434395	PBXIP1
ENSG00000163348	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.450752627	PYGO2
ENSG00000160691	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.443554304	SHC1
ENSG00000173207	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.426684943	CKS1B
ENSG00000160688	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.414826553	FLAD1
ENSG00000163352	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.400834062	LENEP
ENSG00000160685	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.388456825	ZBTB7B
ENSG00000163354	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.366789491	DCST2
ENSG00000163357	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.345893602	DCST1
ENSG00000143537	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.323034285	ADAM15
ENSG00000243364	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.30505896	EFNA4
ENSG00000143590	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.305035748	EFNA3
ENSG00000251246	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.305035748	EFNA3
ENSG00000169242	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.218044183	EFNA1
ENSG00000169241	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.207279468	SLC50A1
ENSG00000179085	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.201071052	DPM3
ENSG00000163463	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.16076891	KRTCAP2
ENSG00000273088	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.160767545	RP11-201K10.3
ENSG00000163462	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.15532238	TRIM46
ENSG00000185499	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.13835471	MUC1
ENSG00000169231	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	1	0.128689132	THBS3
ENSG00000173171	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.110787537	MTX1
ENSG00000177628	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.075624715	GBA
ENSG00000160767	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.058211928	FAM189B
ENSG00000116521	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.046232019	SCAMP3
ENSG00000176444	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.036825865	CLK2
ENSG00000143630	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0.016734189	HCN3
ENSG00000143627	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_192.txt	0	0	PKLR
ENSG00000152332	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_194.txt	0	0	UHMK1
ENSG00000117143	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_194.txt	0	0.332255985	UAP1
ENSG00000162733	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_194.txt	1	1	DDR2
ENSG00000132196	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_194.txt	0	0.764484577	HSD17B7
ENSG00000185860	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_194.txt	0	0.604735929	C1orf110
ENSG00000138185	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.103314861	ENTPD1
ENSG00000270099	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.335676278	RP11-248J23.7
ENSG00000173088	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.403458532	C10orf131
ENSG00000269948	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.629602872	RP11-248J23.6
ENSG00000188649	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.862345225	CC2D2B
ENSG00000269920	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.862301271	RP11-690P14.4
ENSG00000107443	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	1	CCNJ
ENSG00000095585	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.739968894	BLNK
ENSG00000107447	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0.189921198	DNTT
ENSG00000197430	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1952.txt	0	0	OPALIN
ENSG00000066468	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1984.txt	0	0.617471776	FGFR2
ENSG00000107669	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1984.txt	0	1	ATE1
ENSG00000107672	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1984.txt	0	0.743785722	NSMCE4A
ENSG00000138162	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1984.txt	0	0.686638705	TACC2
ENSG00000138152	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1984.txt	0	0.184145336	BTBD16
ENSG00000107679	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_1984.txt	0	0	PLEKHA1
ENSG00000133818	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	0	0	RRAS2
ENSG00000129083	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	0	0.237270361	COPB1
ENSG00000129084	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	0	0.488699453	PSMA1
ENSG00000256206	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	0	0.272841393	PSMA1
ENSG00000152270	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	1	0.886427263	PDE3B
ENSG00000186104	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	0	0.923978452	CYP2R1
ENSG00000175868	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	0	1	CALCB
ENSG00000110680	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2020.txt	0	0.945733909	CALCA
ENSG00000221840	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2070.txt	0	1	OR4A5
ENSG00000185926	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2070.txt	0	0	OR4C46
ENSG00000156689	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0	GLYATL2
ENSG00000166840	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.37405036	GLYATL1
ENSG00000224130	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.011768281	AP001652.1
ENSG00000189057	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.599274793	FAM111B
ENSG00000166801	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	1	0.67345819	FAM111A
ENSG00000110042	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.817233663	DTX4
ENSG00000197629	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.828950929	MPEG1
ENSG00000176495	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	1	OR5AN1
ENSG00000172324	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.84553024	OR5A2
ENSG00000172320	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.788605914	OR5A1
ENSG00000166884	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.751569258	OR4D6
ENSG00000254466	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.696701629	OR4D10
ENSG00000176200	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.626347018	OR4D11
ENSG00000172742	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.595907365	OR4D9
ENSG00000110048	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.436191148	OSBP
ENSG00000166889	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.268868374	PATL1
ENSG00000172289	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.064522368	OR10V1
ENSG00000166900	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2095.txt	0	0.062822774	STX3
ENSG00000173914	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0	RBM4B
ENSG00000173898	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.027590901	SPTBN2
ENSG00000173715	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.089053996	C11orf80
ENSG00000173653	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.090683475	RCE1
ENSG00000173599	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.150823626	PC
ENSG00000173621	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.098174239	LRFN4
ENSG00000173237	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.160841428	C11orf86
ENSG00000173227	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.200561462	SYT12
ENSG00000173156	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.211935549	RHOD
ENSG00000173120	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.312002781	KDM2A
ENSG00000179038	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.279241107	AP001885.1
ENSG00000173020	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.327312894	ADRBK1
ENSG00000172932	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.335879222	ANKRD13D
ENSG00000172830	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.34132265	SSH3
ENSG00000175482	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.365181345	POLD4
ENSG00000175505	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.374433883	CLCF1
ENSG00000172613	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.387465952	RAD9A
ENSG00000172531	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.399712859	PPP1CA
ENSG00000175463	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.393746707	TBC1D10C
ENSG00000172508	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.402092007	CARNS1
ENSG00000175634	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.407359043	RPS6KB2
ENSG00000213402	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.408792769	PTPRCAP
ENSG00000172725	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.411887166	CORO1B
ENSG00000175514	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.416677728	GPR152
ENSG00000175544	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.420172772	CABP4
ENSG00000172663	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.425574254	TMEM134
ENSG00000110711	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.437314571	AIP
ENSG00000110697	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.445467344	PITPNM1
ENSG00000167797	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.446750492	CDK2AP2
ENSG00000167791	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.454698371	CABP2
ENSG00000084207	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.488703397	GSTP1
ENSG00000184224	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.499483773	C11orf72
ENSG00000167792	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.502618504	NDUFV1
ENSG00000167799	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.51197322	NUDT8
ENSG00000167800	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.51715206	TBX10
ENSG00000132744	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.523120901	ACY3
ENSG00000132746	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.539545299	ALDH3B2
ENSG00000110057	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.713668864	UNC93B1
ENSG00000006534	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.726732662	ALDH3B1
ENSG00000110717	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.730694501	NDUFS8
ENSG00000110719	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.738358431	TCIRG1
ENSG00000110721	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.776298408	CHKA
ENSG00000110066	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	0.825980852	SUV420H1
ENSG00000110075	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2131.txt	0	1	PPP6R3
ENSG00000166439	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0	RNF169
ENSG00000166435	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.157201068	XRRA1
ENSG00000118363	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.201115262	SPCS2
ENSG00000162139	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.259796085	NEU3
ENSG00000171561	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.364110513	OR2AT4
ENSG00000137491	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.536044351	SLCO2B1
ENSG00000261594	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.590729896	TPBGL
ENSG00000137486	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.749909466	ARRB1
ENSG00000149273	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.853620334	RPS3
ENSG00000149243	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.865912363	KLHL35
ENSG00000158555	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	1	GDPD5
ENSG00000149257	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	1	0.940614042	SERPINH1
ENSG00000171533	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.904014709	MAP6
ENSG00000166391	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.711315438	MOGAT2
ENSG00000062282	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.649939202	DGAT2
ENSG00000198382	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2141.txt	0	0.568009516	UVRAG
ENSG00000137656	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0	BUD13
ENSG00000109917	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.033882353	ZNF259
ENSG00000110243	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.043712779	APOA5
ENSG00000110244	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.113191623	APOA4
ENSG00000110245	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	1	0.135160489	APOC3
ENSG00000118137	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.146133674	APOA1
ENSG00000160584	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.732105816	SIK3
ENSG00000168092	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.908596836	PAFAH1B2
ENSG00000149577	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.954824585	SIDT2
ENSG00000149591	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.971331603	TAGLN
ENSG00000160613	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	1	PCSK7
ENSG00000167257	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.96603486	RNF214
ENSG00000186318	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.846672788	BACE1
ENSG00000110274	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.781726738	CEP164
ENSG00000177103	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2160.txt	0	0.527044462	DSCAML1
ENSG00000268640	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0	AC026369.1
ENSG00000120645	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.270622255	IQSEC3
ENSG00000111181	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.34029954	SLC6A12
ENSG00000010379	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.433504246	SLC6A13
ENSG00000073614	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.677752944	KDM5A
ENSG00000120647	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.780389457	CCDC77
ENSG00000139044	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	1	1	B4GALNT3
ENSG00000171840	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.984874695	NINJ2
ENSG00000060237	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.621539779	WNK1
ENSG00000002016	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.313801972	RAD52
ENSG00000082805	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2182.txt	0	0.162460824	ERC1
ENSG00000143207	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_224.txt	0	0.306888459	RFWD2
ENSG00000116183	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_224.txt	1	1	PAPPA2
ENSG00000152092	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_224.txt	0	0.551830885	ASTN1
ENSG00000198797	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_224.txt	0	0	BRINP2
ENSG00000139531	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0	SUOX
ENSG00000123411	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0.042639651	IKZF4
ENSG00000197728	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0.050548251	RPS26
ENSG00000065361	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0.129906496	ERBB3
ENSG00000257411	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0.137663549	RP11-603J24.9
ENSG00000170515	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0.143856853	PA2G4
ENSG00000229117	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0.149269624	RPL41
ENSG00000135482	Ei_gold_standard/FLAMES/height/finemap_merged/annotated_credset_2260.txt	0	0.155373073	ZC3H10
