ontology	P	Beta	genes_in_set	overlapping_genes
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	0.18181670745540068	0.4911359388612459	812	8
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	0.18609791453890145	1.3434188741004167	43	1
GOBP_MYOBLAST_FUSION	0.18609791453890168	1.3434188741004165	43	1
GOCC_ORGANELLE_MEMBRANE_CONTACT_SITE	0.18609791453890168	1.3434188741004165	43	1
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	0.18609791453890168	1.3434188741004165	43	1
GOBP_HINDBRAIN_MORPHOGENESIS	0.18609791453890168	1.3434188741004165	43	1
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	0.18609791453890168	1.3434188741004165	43	1
GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	0.18609791453890168	1.3434188741004165	43	1
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	0.18609791453890168	1.3434188741004167	43	1
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	0.18609791453890168	1.3434188741004165	43	1
GOBP_VASCULATURE_DEVELOPMENT	0.1868284280598519	0.5168382136203838	691	7
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	0.18766232142318162	0.7755199680017802	227	3
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	0.18994713848802391	0.9420317307238347	128	2
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	0.19022768352149977	0.7710124530281274	228	3
GOCC_TRANS_GOLGI_NETWORK	0.19280757588767716	0.7665246885093618	229	3
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	0.19368963831585295	0.9340736621515282	129	2
GOBP_BLOOD_VESSEL_REMODELING	0.19382432090715718	1.3198357215550176	44	1
GOBP_BLASTOCYST_FORMATION	0.19382432090715718	1.3198357215550176	44	1
GOBP_PROSTANOID_METABOLIC_PROCESS	0.1938243209071573	1.3198357215550174	44	1
GOBP_INTERMEMBRANE_LIPID_TRANSFER	0.1938243209071573	1.3198357215550174	44	1
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.1938243209071573	1.3198357215550174	44	1
GOBP_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	0.1938243209071573	1.3198357215550174	44	1
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	0.1938243209071573	1.3198357215550174	44	1
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	0.1938243209071573	1.3198357215550174	44	1
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	0.1938243209071575	1.3198357215550172	44	1
GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	0.1938243209071575	1.3198357215550172	44	1
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	0.1938243209071575	1.3198357215550172	44	1
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	0.1938243209071575	1.3198357215550172	44	1
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	0.19469019212756278	0.6634570264085367	339	4
GOBP_TUBE_MORPHOGENESIS	0.19474146282409466	0.4769435116923233	823	8
GOCC_BASOLATERAL_PLASMA_MEMBRANE	0.19540186973057017	0.7620565000224189	230	3
GOBP_APOPTOTIC_SIGNALING_PATHWAY	0.19651752435758718	-1.2981546634098364	574	1
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.1967314883835528	0.6604229180446948	340	4
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS	0.19673148838355303	0.6604229180446944	340	4
GOBP_RESPONSE_TO_INTERLEUKIN_1	0.1974568828153016	0.9261775928278999	130	2
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	0.19801043565201404	0.7576077154443239	231	3
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	0.19878248131576803	0.6573976645695538	341	4
GOBP_ANATOMICAL_STRUCTURE_MATURATION	0.2006331436781077	0.7531781649119388	232	3
GOBP_CELL_SUBSTRATE_ADHESION	0.2008431180739385	0.654381213492316	342	4
GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE	0.20124839758568958	0.9183425577255515	131	2
GOCC_ACROSOMAL_VESICLE	0.20124839758569002	0.9183425577255512	131	2
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	0.20124839758569002	0.9183425577255512	131	2
GOBP_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	0.2016053481933492	1.2967935454224082	45	1
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	0.20160534819335096	1.2967935454224022	45	1
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH	0.20160534819335096	1.2967935454224022	45	1
GOBP_NEURON_MATURATION	0.20160534819335096	1.2967935454224022	45	1
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	0.20160534819335096	1.2967935454224022	45	1
GOBP_MAMMARY_GLAND_MORPHOGENESIS	0.20160534819335096	1.296793545422402	45	1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	0.20160534819335096	1.2967935454224022	45	1
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	0.20160534819335107	1.296793545422402	45	1
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	0.20160534819335107	1.296793545422402	45	1
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	0.20160534819335119	1.2967935454224018	45	1
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	0.20160534819335119	1.2967935454224018	45	1
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	0.20460812382957716	0.5827292346948253	460	5
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	0.2049931096773212	0.6483745108889605	344	4
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	0.2050637100759516	0.9105676141733516	132	2
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	0.20592046345440607	0.7443760975954217	234	3
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT	0.2070823568581891	0.6453841566854579	345	4
GOBP_BLOOD_VESSEL_MORPHOGENESIS	0.20837716848638455	0.5297283653149091	583	6
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	0.20890234973146893	0.9028518411712032	133	2
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	0.20890234973146915	0.9028518411712031	133	2
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	0.209436272341319	1.2742680288894341	46	1
GOBP_POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	0.20943627234131912	1.274268028889434	46	1
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	0.20943627234131912	1.274268028889434	46	1
GOBP_PROTEIN_DESTABILIZATION	0.20943627234131912	1.274268028889434	46	1
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	0.20943627234131912	1.274268028889434	46	1
GOBP_INTRACELLULAR_LIPID_TRANSPORT	0.20943627234131912	1.274268028889434	46	1
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.20943627234131912	1.274268028889434	46	1
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	0.20943627234131912	1.274268028889434	46	1
GOBP_NEGATIVE_CHEMOTAXIS	0.20943627234131923	1.2742680288894337	46	1
GOBP_REGULATION_OF_CELLULAR_RESPIRATION	0.20943627234131923	1.2742680288894337	46	1
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	0.20943627234131923	1.2742680288894337	46	1
GOCC_SPERM_MIDPIECE	0.20943627234131923	1.2742680288894337	46	1
GOCC_KINESIN_COMPLEX	0.20943627234131923	1.2742680288894335	46	1
GOBP_HORMONE_METABOLIC_PROCESS	0.21126277891285794	0.735648982888825	236	3
GOBP_EPITHELIUM_DEVELOPMENT	0.211586654630616	-0.6364909132009136	1178	4
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	0.21276384813395166	0.8951943387308217	134	2
GOCC_CENTROSOME	0.2129957703143076	0.5243799751137536	586	6
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	0.21383044087558056	0.39514757238420534	1233	11
GOCC_CYTOPLASMIC_REGION	0.2139542298338475	0.7313131310220858	237	3
GOBP_TAXIS	0.21454646440706027	0.52260313154028	587	6
GOCC_CATALYTIC_COMPLEX	0.2151757407727547	-0.5202981586606805	1567	6
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	0.21664773913455104	0.8875942272413889	135	2
GOBP_PROTEIN_PROCESSING	0.21665903261853037	0.7269955393315443	238	3
GOCC_CONTRACTILE_FIBER	0.21665903261853037	0.7269955393315441	238	3
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	0.21665903261853037	0.7269955393315443	238	3
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	0.21731257797591752	1.2522364587164507	47	1
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION	0.21731257797591752	1.2522364587164507	47	1
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	0.21731257797591752	1.252236458716451	47	1
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	0.21731257797591774	1.2522364587164505	47	1
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	0.21731257797591774	1.2522364587164505	47	1
GOBP_ACID_SECRETION	0.21731257797591774	1.2522364587164505	47	1
GOCC_TERMINAL_BOUTON	0.21731257797591774	1.2522364587164505	47	1
GOBP_PHAGOCYTOSIS_ENGULFMENT	0.21731257797591785	1.2522364587164503	47	1
GOBP_CELL_GROWTH	0.21878603696034815	0.5648689131464228	468	5
GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	0.22448084643487087	0.8725627569187998	137	2
GOBP_REGULATION_OF_TUBE_SIZE	0.22448084643487087	0.8725627569187998	137	2
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0.2244808464348712	0.8725627569187994	137	2
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	0.2244808464348712	0.8725627569187993	137	2
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.22485221879585193	0.7141507841129737	241	3
GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH	0.22486830965543625	-0.7108706899323105	955	3
GOBP_DNA_METABOLIC_PROCESS	0.2248683096554368	-0.7108706899323101	955	3
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	0.2252299508283364	1.2306775872676883	48	1
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION	0.2252299508283364	1.2306775872676883	48	1
GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	0.22522995082833674	1.2306775872676878	48	1
GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	0.22522995082833674	1.230677587267688	48	1
GOBP_MOTILE_CILIUM_ASSEMBLY	0.22522995082833674	1.230677587267688	48	1
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	0.22522995082833674	1.2306775872676878	48	1
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	0.22522995082833674	1.230677587267688	48	1
GOBP_CEREBELLAR_CORTEX_DEVELOPMENT	0.22522995082833697	1.2306775872676878	48	1
GOBP_REGULATION_OF_HORMONE_SECRETION	0.2303786522219362	0.7056761231627675	243	3
GOBP_ADIPOSE_TISSUE_DEVELOPMENT	0.23318427024691302	1.2095715090681884	49	1
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	0.23318427024691324	1.209571509068188	49	1
GOBP_RESPONSE_TO_AMYLOID_BETA	0.23318427024691324	1.209571509068188	49	1
GOBP_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	0.23318427024691324	1.209571509068188	49	1
GOCC_PRECATALYTIC_SPLICEOSOME	0.23318427024691335	1.2095715090681882	49	1
GOBP_GLIAL_CELL_PROLIFERATION	0.23318427024691335	1.2095715090681882	49	1
GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	0.23318427024691335	1.2095715090681882	49	1
GOCC_CHROMOSOME	0.23332264110371814	-0.4653135421909805	1730	7
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	0.23353743542461836	0.3515342198363033	1525	13
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	0.2363869421810112	0.8504250990421253	140	2
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	0.2371274243226038	0.5429619597467724	478	5
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	0.23846365527627045	0.49630001480890573	602	6
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	0.24039554189714263	0.8431519284150883	141	2
GOBP_GLIAL_CELL_ACTIVATION	0.2411716018271962	1.1888995500896133	50	1
GOCC_PHOSPHATASE_COMPLEX	0.24117160182719644	1.1888995500896131	50	1
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	0.24117160182719655	1.188899550089613	50	1
GOCC_INTERCALATED_DISC	0.24117160182719655	1.188899550089613	50	1
GOBP_CELLULAR_DEFENSE_RESPONSE	0.24117160182719655	1.188899550089613	50	1
GOBP_RECEPTOR_CLUSTERING	0.24117160182719655	1.188899550089613	50	1
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	0.24117160182719655	1.188899550089613	50	1
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.2415810182660506	0.6889339646760513	247	3
GOBP_CARDIOCYTE_DIFFERENTIATION	0.24442334457076553	0.8359305134819662	142	2
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	0.2444233445707661	0.8359305134819655	142	2
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	0.2444233445707662	0.8359305134819656	142	2
GOBP_GROWTH	0.2457694609881368	0.4268322321488062	863	8
GOBP_MONOATOMIC_ANION_TRANSPORT	0.24846990625695176	0.8287601174573381	143	2
GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	0.24846990625695187	0.828760117457338	143	2
GOBP_INTERFERON_BETA_PRODUCTION	0.24918819018786664	1.168644168221787	51	1
GOBP_PRESYNAPSE_ORGANIZATION	0.24918819018786675	1.1686441682217867	51	1
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.24918819018786675	1.1686441682217867	51	1
GOBP_AMYLOID_BETA_METABOLIC_PROCESS	0.24918819018786675	1.1686441682217867	51	1
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.24918819018786686	1.1686441682217865	51	1
GOBP_RESPONSE_TO_COLD	0.24918819018786686	1.1686441682217865	51	1
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS	0.2491881901878671	1.1686441682217863	51	1
GOBP_TISSUE_HOMEOSTASIS	0.2501093486887832	0.6765541812010663	250	3
GOBP_MUSCLE_CELL_DIFFERENTIATION	0.2507724862157338	0.5873181836428396	365	4
GOBP_POSITIVE_REGULATION_OF_TRANSPORT	0.251208570224313	0.4219447207849654	867	8
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0.25253478620741787	0.8216400191769347	144	2
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	0.2525347862074183	0.8216400191769342	144	2
GOBP_REGULATION_OF_PROTEIN_SECRETION	0.2558531352546818	0.6683831591051083	252	3
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	0.25661754694694217	0.8145695126591355	145	2
GOBP_TELOMERE_MAINTENANCE	0.2566175469469423	0.8145695126591354	145	2
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	0.2566175469469424	0.8145695126591352	145	2
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	0.25723045191323757	1.148788863600554	52	1
GOBP_REGULATION_OF_GLUCOSE_IMPORT	0.25723045191323757	1.148788863600554	52	1
GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	0.25723045191323757	1.148788863600554	52	1
GOBP_ALCOHOL_CATABOLIC_PROCESS	0.25723045191323757	1.148788863600554	52	1
GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS	0.25723045191323757	1.148788863600554	52	1
GOBP_OOCYTE_DIFFERENTIATION	0.25723045191323757	1.148788863600554	52	1
GOBP_NUCLEOSIDE_METABOLIC_PROCESS	0.25723045191323757	1.148788863600554	52	1
GOBP_REGULATION_OF_LIPID_KINASE_ACTIVITY	0.25723045191323757	1.148788863600554	52	1
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	0.2572304519132378	1.1487888636005539	52	1
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	0.2572304519132378	1.1487888636005539	52	1
GOBP_FATTY_ACID_METABOLIC_PROCESS	0.2576230297799821	0.5788816016556733	368	4
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	0.2584648770929413	0.37498492904777225	1139	10
GOBP_MAPK_CASCADE	0.2616883413147678	0.43931577653545145	744	7
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.26483497768345676	0.8005745243734393	147	2
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	0.2648349776834594	0.8005745243734346	147	2
GOBP_RESPONSE_TO_GAMMA_RADIATION	0.26529496867808977	1.1293180976433443	53	1
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	0.26529496867809	1.129318097643344	53	1
GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	0.26529496867809	1.1293180976433441	53	1
GOBP_RESPONSE_TO_DSRNA	0.26529496867809	1.129318097643344	53	1
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	0.2652949686780901	1.1293180976433437	53	1
GOBP_IRON_ION_TRANSPORT	0.2652949686780901	1.1293180976433437	53	1
GOBP_REGULATION_OF_PHOSPHORYLATION	0.2656793540567587	0.3693494051958978	1145	10
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	0.26785115049839003	-1.1138906483818838	480	1
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	0.2687742028336647	-1.1117468910854855	479	1
GOBP_RESPONSE_TO_CALCIUM_ION	0.2689687897184817	0.7936487028191967	148	2
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	0.2697013251359194	-1.1095987600096677	478	1
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	0.27178258665829	0.5046429745724714	496	5
GOBP_SINGLE_FERTILIZATION	0.27311876674013413	0.7867697926792973	149	2
GOBP_PROTEIN_POLYMERIZATION	0.27335207779278137	0.6442530556115259	258	3
GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	0.27337848056636205	1.1102172197972084	54	1
GOBP_INTRACELLULAR_PH_REDUCTION	0.27337848056636216	1.1102172197972087	54	1
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	0.275949761251401	-0.7780822658979276	685	2
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	0.27630616727332813	0.6402859039006754	259	3
GOBP_TELOMERE_ORGANIZATION	0.2772844886265353	0.7799371578210886	150	2
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.27916788276510207	0.35908968944504527	1156	10
GOBP_TELENCEPHALON_DEVELOPMENT	0.279270638323739	0.636334008259336	260	3
GOBP_ENDOTHELIAL_CELL_PROLIFERATION	0.28146553889463144	0.7731501749632849	151	2
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.28147787959193493	1.0914724011339842	55	1
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	0.28147787959193493	1.091472401133984	55	1
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	0.28147787959193493	1.0914724011339842	55	1
GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	0.28147787959193693	1.0914724011339791	55	1
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY	0.28147787959193715	1.0914724011339787	55	1
GOBP_RESPONSE_TO_INSULIN	0.2822453558233291	0.6323972501709858	261	3
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	0.28499215431755887	-0.5448371543578493	1081	4
GOCC_MICROTUBULE_ORGANIZING_CENTER	0.2851006992856483	0.41834720202414527	759	7
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	0.28566150474712493	0.7664082333321091	152	2
GOBP_ORGANELLE_FISSION	0.28610724345810534	-1.0723930816128544	461	1
GOBP_TUBE_DEVELOPMENT	0.28639070053098126	0.3712028511109462	1026	9
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	0.2881290999948276	0.5430937350806295	381	4
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.2895902034267297	1.0730705740387825	56	1
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	0.28959020342673003	1.073070574038782	56	1
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	0.28959020342673003	1.073070574038782	56	1
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	0.28959020342673003	1.073070574038782	56	1
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	0.28959020342673003	1.073070574038782	56	1
GOBP_ADHERENS_JUNCTION_ORGANIZATION	0.28959020342673014	1.0730705740387818	56	1
GOCC_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	0.28987197711579127	0.7597107343288433	153	2
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	0.2924161972837894	-0.7519511256589058	668	2
GOBP_RNA_PROCESSING	0.2937332508566204	-0.615069083048343	872	3
GOBP_EYE_MORPHOGENESIS	0.2940965507012824	0.7530570912083756	154	2
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	0.2940965507012824	0.7530570912083758	154	2
GOBP_ELECTRON_TRANSPORT_CHAIN	0.2940965507012825	0.7530570912083755	154	2
GOBP_NEGATIVE_REGULATION_OF_BINDING	0.2940965507012825	0.7530570912083755	154	2
GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	0.2940965507012827	0.7530570912083753	154	2
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	0.2940965507012828	0.7530570912083753	154	2
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	0.29771262933907316	1.0549993773328872	57	1
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	0.29771262933907316	1.0549993773328876	57	1
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	0.29771262933907316	1.0549993773328872	57	1
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	0.2977126293390737	1.0549993773328865	57	1
GOBP_REGULATION_OF_VIRAL_PROCESS	0.29833482400956923	0.7464467287682819	155	2
GOCC_MITOCHONDRIAL_MATRIX	0.298463085503921	-1.0453139687633661	449	1
GOBP_MRNA_METABOLIC_PROCESS	0.2995065377266597	-0.7410039646592825	661	2
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	0.2995233431277392	-1.0430255284708787	448	1
GOBP_FOREBRAIN_DEVELOPMENT	0.30019766812118953	0.5296502820782814	386	4
GOBP_PATTERN_SPECIFICATION_PROCESS	0.30058843345167896	-1.0407320862808584	447	1
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.300720118460309	0.3288834821644718	1311	11
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	0.3025863993851341	0.7398790830480545	156	2
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	0.30334396530337016	0.6052541232317731	268	3
GOBP_MACROPHAGE_MIGRATION	0.3058424683433534	1.037247106253762	58	1
GOBP_REGULATION_OF_HEART_GROWTH	0.30584246834335393	1.0372471062537614	58	1
GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.30584246834335393	1.0372471062537614	58	1
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	0.30584246834335393	1.0372471062537614	58	1
GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.30584246834335405	1.0372471062537612	58	1
GOBP_SECRETORY_GRANULE_ORGANIZATION	0.30584246834335405	1.0372471062537614	58	1
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	0.30584246834335405	1.037247106253761	58	1
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	0.3058424683433544	1.0372471062537607	58	1
GOBP_AEROBIC_RESPIRATION	0.3068508830410954	0.733353601037989	157	2
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	0.30708200555024634	-1.0268651243621658	441	1
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	0.3111278850862622	0.7268697403975423	158	2
GOBP_ADAPTIVE_IMMUNE_RESPONSE	0.3115112403269711	-1.0175175407765569	437	1
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	0.3124405895661926	0.5163780939509516	391	4
GOBP_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	0.31397715956032124	1.01980266678537	59	1
GOBP_NECROTIC_CELL_DEATH	0.31397715956032124	1.01980266678537	59	1
GOBP_POSITIVE_CHEMOTAXIS	0.31397715956032124	1.01980266678537	59	1
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	0.31397715956032124	1.01980266678537	59	1
GOBP_REGULATION_OF_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	0.31397715956032124	1.01980266678537	59	1
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.3139771595603217	1.0198026667853695	59	1
GOBP_PROTEIN_HOMOTETRAMERIZATION	0.3139771595603217	1.0198026667853692	59	1
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	0.313977159560322	1.019802666785369	59	1
GOBP_SYNCYTIUM_FORMATION	0.313977159560322	1.019802666785369	59	1
