ontology	P	Beta	genes_in_set	overlapping_genes
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	0.014617490386085405	0.9522896992930573	297	7
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	0.014738063119613728	0.8916197339448096	361	8
GOBP_SYNAPTIC_VESICLE_RECYCLING	0.014841177494925098	1.4460990831297535	78	3
GOBP_VESICLE_BUDDING_FROM_MEMBRANE	0.014841177494925098	1.4460990831297535	78	3
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	0.014931547695114974	1.2503917766889585	126	4
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	0.014966017644375478	0.7994818804156136	496	10
GOBP_MATURE_B_CELL_DIFFERENTIATION	0.015311055391316126	1.7710625874568982	38	2
GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	0.015311055391316126	1.7710625874568982	38	2
GOCC_MITOTIC_SPINDLE_POLE	0.015311055391316126	1.7710625874568984	38	2
GOBP_TELOMERE_CAPPING	0.015311055391316126	1.7710625874568982	38	2
GOBP_ACROSOME_REACTION	0.015311055391316155	1.7710625874568982	38	2
GOBP_REGULATION_OF_CELL_FATE_COMMITMENT	0.015311055391316155	1.7710625874568982	38	2
GOBP_VESICLE_COATING	0.015311055391316174	1.771062587456898	38	2
GOBP_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	0.015311055391316174	1.771062587456898	38	2
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION	0.015332386477236464	2.577899331451961	9	1
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	0.015332386477236464	2.577899331451961	9	1
GOBP_ENDOTHELIAL_CELL_ACTIVATION	0.015332386477236464	2.577899331451961	9	1
GOBP_REGULATION_OF_BLOOD_VOLUME_BY_RENIN_ANGIOTENSIN	0.015332386477236464	2.577899331451961	9	1
GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	0.015332386477236464	2.577899331451961	9	1
GOBP_FUCOSE_CATABOLIC_PROCESS	0.015332386477236464	2.577899331451961	9	1
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT	0.015332386477236464	2.577899331451961	9	1
GOBP_GLOMERULUS_MORPHOGENESIS	0.015332386477236464	2.577899331451961	9	1
GOBP_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	0.0153323864772365	2.5778993314519605	9	1
GOBP_MICTURITION	0.0153323864772365	2.5778993314519605	9	1
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	0.0153323864772365	2.5778993314519605	9	1
GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	0.0153323864772365	2.5778993314519605	9	1
GOBP_RESPONSE_TO_INTERLEUKIN_15	0.0153323864772365	2.577899331451961	9	1
GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION	0.0153323864772365	2.5778993314519605	9	1
GOBP_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	0.0153323864772365	2.5778993314519605	9	1
GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	0.0153323864772365	2.5778993314519605	9	1
GOBP_VESICLE_TETHERING_INVOLVED_IN_EXOCYTOSIS	0.0153323864772365	2.5778993314519605	9	1
GOBP_NEGATIVE_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS	0.0153323864772365	2.5778993314519605	9	1
GOBP_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING	0.0153323864772365	2.5778993314519605	9	1
GOBP_NEGATIVE_REGULATION_OF_NEURON_MIGRATION	0.0153323864772365	2.577899331451961	9	1
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT	0.0153323864772365	2.5778993314519605	9	1
GOCC_AP_3_ADAPTOR_COMPLEX	0.0153323864772365	2.5778993314519605	9	1
GOCC_PRESYNAPTIC_CYTOSKELETON	0.0153323864772365	2.5778993314519605	9	1
GOBP_ACROSOMAL_VESICLE_EXOCYTOSIS	0.0153323864772365	2.5778993314519605	9	1
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	0.0153323864772365	2.5778993314519605	9	1
GOBP_CAMP_CATABOLIC_PROCESS	0.0153323864772365	2.5778993314519605	9	1
GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION	0.0153323864772365	2.5778993314519605	9	1
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	0.0153323864772365	2.5778993314519605	9	1
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	0.0153323864772365	2.577899331451961	9	1
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	0.0153323864772365	2.5778993314519605	9	1
GOBP_IRON_IMPORT_INTO_CELL	0.0153323864772365	2.5778993314519605	9	1
GOCC_JUNCTIONAL_SARCOPLASMIC_RETICULUM_MEMBRANE	0.0153323864772365	2.5778993314519605	9	1
GOBP_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY	0.0153323864772365	2.5778993314519605	9	1
GOCC_COHESIN_COMPLEX	0.0153323864772365	2.5778993314519605	9	1
GOBP_MANNOSE_METABOLIC_PROCESS	0.0153323864772365	2.5778993314519605	9	1
GOBP_HEMATOPOIETIC_STEM_CELL_MIGRATION	0.0153323864772365	2.5778993314519605	9	1
GOBP_POSITIVE_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.0153323864772365	2.5778993314519605	9	1
GOBP_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING	0.0153323864772365	2.5778993314519605	9	1
GOBP_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION	0.0153323864772365	2.5778993314519605	9	1
GOBP_BEHAVIORAL_RESPONSE_TO_ETHANOL	0.0153323864772365	2.5778993314519605	9	1
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	0.0153323864772365	2.5778993314519605	9	1
GOBP_OVULATION_FROM_OVARIAN_FOLLICLE	0.0153323864772365	2.5778993314519605	9	1
GOBP_DNA_METHYLATION_INVOLVED_IN_EMBRYO_DEVELOPMENT	0.0153323864772365	2.5778993314519605	9	1
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	0.0153323864772365	2.5778993314519605	9	1
GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	0.0153323864772365	2.5778993314519605	9	1
GOBP_PROTEIN_PROCESSING	0.015393129520836577	1.018651679430643	238	6
GOBP_TISSUE_MIGRATION	0.01572658097630578	0.9418374179830199	300	7
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	0.01575987160602916	1.4328009365268375	79	3
GOBP_RESPONSE_TO_RADIATION	0.015905723205516475	0.8329498545223362	431	9
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS	0.016271087596145678	1.2340251493923418	128	4
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	0.01629509509812019	0.634180014081288	944	16
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	0.016716113196883497	1.4196759323059274	80	3
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	0.0168928512060427	1.7436108024108585	39	2
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	0.016892851206042753	1.7436108024108583	39	2
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING	0.016892851206042753	1.743610802410858	39	2
GOBP_COLLAGEN_CATABOLIC_PROCESS	0.016892851206042767	1.743610802410858	39	2
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY	0.016971406979683787	1.225939920260388	129	4
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	0.017443043074631393	1.0928078506117949	184	5
GOBP_RESPONSE_TO_INTERLEUKIN_1	0.01769247090775522	1.2179186903612842	130	4
GOBP_RESPONSE_TO_AXON_INJURY	0.01771049334163235	1.4067196020155155	81	3
GOBP_RESPONSE_TO_OXYGEN_LEVELS	0.0177127540063627	0.9246488243792521	305	7
GOBP_RESPONSE_TO_MONOSACCHARIDE	0.01802167646426217	1.0871835928444913	185	5
GOBP_REGULATION_OF_GROWTH	0.018397681912761307	0.7402987283023164	579	11
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	0.01843455734167731	1.2099604477887045	131	4
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	0.01857303917454375	1.7168897416816442	40	2
GOBP_MACROPHAGE_CHEMOTAXIS	0.01857303917454375	1.7168897416816442	40	2
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	0.01857303917454375	1.7168897416816442	40	2
GOBP_BONE_CELL_DEVELOPMENT	0.018573039174543806	1.7168897416816438	40	2
GOBP_EATING_BEHAVIOR	0.018573039174543806	1.7168897416816438	40	2
GOBP_BEHAVIORAL_DEFENSE_RESPONSE	0.018573039174543806	1.7168897416816438	40	2
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	0.018573039174543806	1.7168897416816438	40	2
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	0.018573039174543806	1.7168897416816438	40	2
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.018573039174543806	1.7168897416816438	40	2
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	0.018573039174543806	1.7168897416816438	40	2
GOBP_NEURON_APOPTOTIC_PROCESS	0.018660777294643667	0.9885518968340874	245	6
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	0.018743582069601514	1.3939276479823177	82	3
GOBP_MUSCLE_CELL_MIGRATION	0.01874358206960153	1.3939276479823177	82	3
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	0.019021436420207326	0.6810066824777848	728	13
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	0.019219798283876856	1.0760273227266643	187	5
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.019680438976431677	0.9801117461097786	247	6
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.0198159280397422	1.3812959347181528	83	3
GOBP_INSULIN_SECRETION	0.019839600024487026	1.070494635748049	188	5
GOBP_RESPONSE_TO_LIGHT_STIMULUS	0.019878735663978415	0.9077417175687444	310	7
GOBP_CELLULAR_RESPONSE_TO_PARATHYROID_HORMONE_STIMULUS	0.019914573882910673	2.4600635629139753	10	1
GOBP_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	0.019914573882910673	2.4600635629139753	10	1
GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.019914573882910673	2.4600635629139753	10	1
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	0.019914573882910673	2.4600635629139753	10	1
GOBP_NEURON_PROJECTION_MAINTENANCE	0.019914573882910673	2.4600635629139753	10	1
GOBP_CELL_PROLIFERATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	0.019914573882910673	2.4600635629139753	10	1
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	0.019914573882910673	2.4600635629139753	10	1
GOBP_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD	0.019914573882910673	2.4600635629139753	10	1
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING	0.019914573882910673	2.4600635629139753	10	1
GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	0.019914573882910673	2.4600635629139753	10	1
GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	0.019914573882910673	2.4600635629139753	10	1
GOBP_CARDIAC_VENTRICLE_FORMATION	0.019914573882910673	2.4600635629139753	10	1
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	0.019914573882910673	2.4600635629139753	10	1
GOBP_MACROPHAGE_PROLIFERATION	0.019914573882910673	2.4600635629139753	10	1
GOBP_REGULATION_OF_FEAR_RESPONSE	0.019914573882910673	2.4600635629139753	10	1
GOBP_POSITIVE_REGULATION_OF_COLLATERAL_SPROUTING	0.019914573882910673	2.4600635629139753	10	1
GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT	0.019914573882910673	2.4600635629139753	10	1
GOCC_PLATELET_DENSE_TUBULAR_NETWORK	0.019914573882910673	2.4600635629139753	10	1
GOBP_ENDOTHELIN_RECEPTOR_SIGNALING_PATHWAY	0.019914573882910673	2.4600635629139753	10	1
GOBP_NUCLEOBASE_CATABOLIC_PROCESS	0.019914573882910673	2.4600635629139753	10	1
GOBP_OTOLITH_DEVELOPMENT	0.019914573882910673	2.4600635629139753	10	1
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.019914573882910673	2.4600635629139753	10	1
GOCC_CHOLINERGIC_SYNAPSE	0.019914573882910673	2.4600635629139753	10	1
GOBP_MUSCLE_ATROPHY	0.019914573882910673	2.4600635629139753	10	1
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL	0.019914573882910673	2.4600635629139753	10	1
GOBP_DENDRITE_ARBORIZATION	0.019914573882910673	2.4600635629139753	10	1
GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	0.019914573882910673	2.4600635629139753	10	1
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	0.019914573882910673	2.4600635629139753	10	1
GOCC_N_TERMINAL_PROTEIN_ACETYLTRANSFERASE_COMPLEX	0.019914573882910673	2.4600635629139753	10	1
GOBP_MDA_5_SIGNALING_PATHWAY	0.019914573882910673	2.4600635629139753	10	1
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	0.019914573882910673	2.4600635629139753	10	1
GOCC_SYMMETRIC_SYNAPSE	0.019914573882910673	2.4600635629139753	10	1
GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	0.019914573882910673	2.4600635629139753	10	1
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.01998288571573003	1.194228995306877	133	4
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	0.020352981489984004	1.6908614388418948	41	2
GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION	0.020352981489984004	1.6908614388418948	41	2
GOBP_CARTILAGE_DEVELOPMENT	0.02047343526427574	1.064991806933848	189	5
GOBP_REGULATION_OF_LOCOMOTION	0.020697428507975516	0.6106384487220744	965	16
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	0.020928058259507793	1.3688204808604378	84	3
GOBP_MONOAMINE_TRANSPORT	0.020928058259507835	1.3688204808604376	84	3
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	0.020928058259507887	1.3688204808604374	84	3
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	0.021783815313625828	1.0540744342372093	191	5
GOBP_FOCAL_ADHESION_ASSEMBLY	0.022080477846609076	1.3564974516073272	85	3
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	0.02223386012181597	1.665490811631397	42	2
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	0.02223386012181597	1.6654908116313967	42	2
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH	0.022233860121816027	1.6654908116313965	42	2
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.022233860121816027	1.6654908116313965	42	2
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	0.022233860121816086	1.6654908116313962	42	2
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	0.02322985067760915	0.8845272021555556	317	7
GOBP_CHROMOSOME_LOCALIZATION	0.023273669832115436	1.3443231516112428	86	3
GOCC_FIBRILLAR_CENTER	0.023343500819315324	1.1634799684896855	137	4
GOBP_REGULATION_OF_SECRETION	0.02340033921331389	0.7116494098460007	595	11
GOBP_CHROMATIN_REMODELING	0.02374013068903678	0.8812530011950228	318	7
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	0.024216681389298028	1.6407453770247928	43	2
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	0.024221766295988496	0.578680260517883	1059	17
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	0.024508095003308663	1.3322940182980558	87	3
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	0.024508095003308705	1.3322940182980556	87	3
GOBP_SENSORY_SYSTEM_DEVELOPMENT	0.024950063201553876	0.8191541868796917	387	8
GOBP_HEPARIN_BIOSYNTHETIC_PROCESS	0.02513187857917615	2.354650311593651	11	1
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.02513187857917615	2.354650311593651	11	1
GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	0.02513187857917615	2.354650311593651	11	1
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	0.02513187857917615	2.354650311593651	11	1
GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE	0.02513187857917615	2.354650311593651	11	1
GOBP_TRACHEA_MORPHOGENESIS	0.02513187857917615	2.354650311593651	11	1
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	0.02513187857917615	2.354650311593651	11	1
GOBP_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	0.02513187857917615	2.354650311593651	11	1
GOBP_PYRAMIDAL_NEURON_DEVELOPMENT	0.02513187857917615	2.354650311593651	11	1
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA	0.02513187857917618	2.354650311593651	11	1
GOBP_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION	0.02513187857917622	2.3546503115936503	11	1
GOBP_SEROTONIN_METABOLIC_PROCESS	0.02513187857917622	2.3546503115936503	11	1
GOBP_RESPONSE_TO_MERCURY_ION	0.02513187857917622	2.3546503115936503	11	1
GOBP_RESPONSE_TO_INACTIVITY	0.02513187857917622	2.3546503115936503	11	1
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	0.02513187857917622	2.3546503115936503	11	1
GOBP_PERISTALSIS	0.02513187857917622	2.3546503115936503	11	1
GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	0.02513187857917622	2.3546503115936503	11	1
GOBP_RESPONSE_TO_HISTAMINE	0.02513187857917622	2.3546503115936503	11	1
GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS	0.02513187857917622	2.3546503115936503	11	1
GOBP_REGULATION_OF_DEACETYLASE_ACTIVITY	0.02513187857917622	2.3546503115936503	11	1
GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS	0.02513187857917622	2.3546503115936503	11	1
GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	0.02513187857917622	2.3546503115936503	11	1
GOBP_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS	0.02513187857917622	2.3546503115936503	11	1
GOBP_NEGATIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	0.02513187857917622	2.3546503115936503	11	1
GOCC_ASTER	0.025131878579176228	2.3546503115936503	11	1
GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS	0.025131878579176228	2.3546503115936503	11	1
GOBP_EMBRYONIC_BODY_MORPHOGENESIS	0.025131878579176228	2.3546503115936503	11	1
GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	0.025131878579176228	2.3546503115936503	11	1
GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION	0.025131878579176228	2.3546503115936503	11	1
GOBP_G_PROTEIN_COUPLED_OPIOID_RECEPTOR_SIGNALING_PATHWAY	0.025131878579176228	2.3546503115936503	11	1
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION	0.025131878579176228	2.3546503115936503	11	1
GOBP_RESPONSE_TO_STARVATION	0.02531582852159005	1.0272814888302577	196	5
GOBP_CELL_CELL_ADHESION	0.02540210342046763	0.6075131973167957	905	15
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0.02578419178471333	1.3204066155815537	88	3
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	0.025784191784713622	1.320406615581551	88	3
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.025784191784713622	1.320406615581551	88	3
GOCC_POTASSIUM_CHANNEL_COMPLEX	0.02578419178471371	1.3204066155815508	88	3
GOBP_CELLULAR_RESPONSE_TO_STRESS	0.025979781534946046	0.4750850231056061	1818	26
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	0.026102766572160412	1.1410149541734549	140	4
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	0.026102766572160527	1.1410149541734544	140	4
GOBP_MULTICELLULAR_ORGANISM_GROWTH	0.026102766572160534	1.1410149541734544	140	4
GOBP_BLASTOCYST_FORMATION	0.026302281001864818	1.6165950006391885	44	2
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	0.026302281001864818	1.6165950006391885	44	2
GOBP_INTERMEMBRANE_LIPID_TRANSFER	0.026302281001864818	1.6165950006391885	44	2
GOBP_MICROTUBULE_DEPOLYMERIZATION	0.026302281001864818	1.6165950006391885	44	2
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	0.026302281001864818	1.6165950006391885	44	2
GOBP_BLOOD_VESSEL_REMODELING	0.026302281001864818	1.6165950006391885	44	2
GOBP_NEUROTRANSMITTER_UPTAKE	0.026302281001864818	1.6165950006391885	44	2
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	0.026302281001864852	1.6165950006391883	44	2
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	0.026834078618806646	1.0167582316992734	198	5
GOBP_RESPONSE_TO_NITROGEN_COMPOUND	0.027072215838286406	0.5675652854984587	1070	17
GOBP_POST_EMBRYONIC_DEVELOPMENT	0.027102376155703656	1.3086576279455333	89	3
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	0.027434405473449417	0.7241055198842283	533	10
GOCC_CELL_SURFACE	0.02751677531627586	0.6182952033998793	834	14
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.027854099856555146	0.7221410946791847	534	10
GOBP_ACTIN_FILAMENT_BASED_PROCESS	0.027903312858863417	0.6382604499036518	758	13
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	0.028059501293806723	1.1263099694588667	142	4
GOBP_PROTEIN_ACETYLATION	0.028414244529290977	1.0063423544250123	200	5
GOBP_CIRCADIAN_RHYTHM	0.028414244529290995	1.006342354425012	200	5
GOBP_PROTEIN_TETRAMERIZATION	0.028463041603094617	1.2970438548679981	90	3
GOBP_RHYTHMIC_BEHAVIOR	0.02849132948002667	1.5930116756318482	45	2
GOBP_CORONARY_VASCULATURE_DEVELOPMENT	0.02849132948002668	1.5930116756318478	45	2
GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	0.02849132948002668	1.593011675631848	45	2
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	0.02849132948002668	1.593011675631848	45	2
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	0.02849132948002668	1.593011675631848	45	2
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS	0.02849132948002668	1.5930116756318478	45	2
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	0.02849132948002668	1.593011675631848	45	2
GOBP_LUNG_ALVEOLUS_DEVELOPMENT	0.02849132948002668	1.5930116756318478	45	2
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	0.029029903425300728	0.753627793159542	465	9
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	0.02907369483610844	1.1190366246101182	143	4
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	0.029227879396484076	1.0011739956962893	201	5
GOBP_B_CELL_ACTIVATION	0.02933317666643209	0.9149780307478514	263	6
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	0.029866559107133685	1.2855622055639961	91	3
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	0.029866559107133723	1.285562205563996	91	3
GOBP_RESPONSE_TO_KETONE	0.030057389169455724	0.9960316652902944	202	5
GOCC_KINESIN_COMPLEX	0.030784337879239232	1.5699693270190995	46	2
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.030784337879239305	1.569969327019099	46	2
GOBP_RESPONSE_TO_NICOTINE	0.0307843378792394	1.5699693270190986	46	2
GOBP_INTRACELLULAR_LIPID_TRANSPORT	0.0307843378792394	1.5699693270190989	46	2
GOCC_SNARE_COMPLEX	0.03078433787923942	1.5699693270190984	46	2
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	0.03078433787923942	1.5699693270190984	46	2
GOCC_MOTILE_CILIUM	0.030902901369220772	0.9909150995983492	203	5
GOCC_SIDE_OF_MEMBRANE	0.030926658486089068	0.7084912408245659	541	10
GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS	0.030961734277804315	2.259287393345623	12	1
GOBP_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION	0.030961734277804357	2.259287393345623	12	1
GOCC_GOLGI_MEDIAL_CISTERNA	0.030961734277804357	2.259287393345623	12	1
GOBP_NEURONAL_ION_CHANNEL_CLUSTERING	0.030961734277804357	2.259287393345623	12	1
GOBP_HORMONE_CATABOLIC_PROCESS	0.030961734277804357	2.259287393345623	12	1
GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS	0.030961734277804357	2.259287393345623	12	1
GOBP_MITOCHONDRIAL_PROTEIN_PROCESSING	0.030961734277804357	2.259287393345623	12	1
GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	0.030961734277804357	2.259287393345623	12	1
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	0.030961734277804357	2.259287393345623	12	1
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	0.030961734277804357	2.259287393345623	12	1
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	0.030961734277804357	2.259287393345623	12	1
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	0.030961734277804357	2.259287393345623	12	1
GOBP_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.030961734277804357	2.259287393345623	12	1
GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	0.030961734277804357	2.259287393345623	12	1
