ontology	P	Beta	genes_in_set	overlapping_genes
GOBP_MYELOID_CELL_DIFFERENTIATION	0.11265324495876024	0.9436065425211176	393	3
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	0.1133658909692219	1.1442551046309055	213	2
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	0.1133658909692219	1.1442551046309055	213	2
GOBP_ANIMAL_ORGAN_FORMATION	0.11452627662391127	1.603569104979327	67	1
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION	0.11452627662391135	1.6035691049793268	67	1
GOBP_GLOMERULUS_DEVELOPMENT	0.11452627662391145	1.6035691049793264	67	1
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	0.11452627662391145	1.6035691049793261	67	1
GOCC_SOMATODENDRITIC_COMPARTMENT	0.11458839564028724	0.7397828260731035	813	5
GOBP_MUSCLE_TISSUE_DEVELOPMENT	0.11465076341840197	0.9383845071378893	395	3
GOBP_REGULATION_OF_CELL_GROWTH	0.11565617075922895	0.9357832634124172	396	3
GOBP_REGULATION_OF_CELL_CYCLE	0.1161160808188155	0.6786690476622902	1043	6
GOBP_REGULATION_OF_CHEMOTAXIS	0.11791404660292223	1.1299783374030368	216	2
GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	0.11793713997115805	1.5884786721030166	68	1
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.11793713997115864	1.5884786721030135	68	1
GOCC_CELL_CELL_CONTACT_ZONE	0.1179371399711587	1.5884786721030133	68	1
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	0.11793713997115902	1.5884786721030126	68	1
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	0.11972187907232429	0.9254426794110415	400	3
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	0.12074927297461037	0.9228734688672183	401	3
GOBP_PRESYNAPTIC_ENDOCYTOSIS	0.1213764370826102	1.5736110280438802	69	1
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	0.12137643708261027	1.57361102804388	69	1
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	0.12137643708261027	1.57361102804388	69	1
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	0.12137643708261034	1.5736110280438798	69	1
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.12137643708261034	1.5736110280438798	69	1
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	0.12253952827233155	1.1158980879536697	219	2
GOBP_NEURON_PROJECTION_GUIDANCE	0.12253952827233196	1.115898087953669	219	2
GOBP_MRNA_CATABOLIC_PROCESS	0.12409828141683711	1.1112474027825852	220	2
GOBP_ENDOSOMAL_TRANSPORT	0.12409828141683711	1.1112474027825856	220	2
GOBP_NEUROBLAST_PROLIFERATION	0.12484327262754562	1.5589596675862047	70	1
GOBP_ARTERY_MORPHOGENESIS	0.12484327262754562	1.5589596675862047	70	1
GOBP_CENTROSOME_DUPLICATION	0.12484327262754562	1.5589596675862047	70	1
GOBP_MESODERM_MORPHOGENESIS	0.12484327262754562	1.5589596675862047	70	1
GOBP_LYMPHOCYTE_HOMEOSTASIS	0.12484327262754569	1.5589596675862045	70	1
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	0.12490239037079916	0.9126594131342534	405	3
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	0.12506783359312193	0.6624712679947582	1059	6
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	0.125665404807075	1.1066177570261233	221	2
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	0.1272408425274944	1.1020089589543094	222	2
GOCC_CELL_SURFACE	0.1283021556068262	0.7129756499639088	834	5
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	0.12833676849845604	1.5445183663347837	71	1
GOBP_HEART_VALVE_DEVELOPMENT	0.12833676849845616	1.544518366334784	71	1
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	0.12833676849845616	1.544518366334784	71	1
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	0.12833676849845616	1.544518366334784	71	1
GOBP_MITOTIC_SPINDLE_ASSEMBLY	0.1283367684984562	1.5445183663347837	71	1
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	0.1283367684984563	1.544518366334783	71	1
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	0.12833676849845643	1.544518366334783	71	1
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS	0.12833676849845643	1.5445183663347832	71	1
GOBP_TISSUE_MORPHOGENESIS	0.12989235257462284	0.7867814578230803	616	4
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	0.13019091526482723	0.9000307864126214	410	3
GOBP_APOPTOTIC_PROCESS	0.13079752922840782	0.5483880593288086	1808	9
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	0.13101369457413095	0.7079431408650185	838	5
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	0.13185606370015318	1.530281164780407	72	1
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION	0.13185606370015365	1.530281164780406	72	1
GOBP_REGULATION_OF_CELL_DEATH	0.13301888419233351	0.5726694927236701	1560	8
GOCC_ORGANELLE_SUBCOMPARTMENT	0.1343716672099123	-1.5105121477545442	1384	1
GOBP_REGULATION_OF_BEHAVIOR	0.1354003142191699	1.5162423534798561	73	1
GOBP_ENDOCYTIC_RECYCLING	0.13540031421917018	1.5162423534798557	73	1
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.13540031421917023	1.5162423534798553	73	1
GOCC_HETEROCHROMATIN	0.1354003142191709	1.5162423534798524	73	1
GOCC_CATALYTIC_COMPLEX	0.13636491033661097	0.5677702024720149	1567	8
GOBP_BEHAVIOR	0.13739770032893547	0.7716955795125771	625	4
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	0.13887359575583277	0.8801372548615648	418	3
GOBP_PROTEIN_AUTOUBIQUITINATION	0.13896869287574048	1.5023964592580317	74	1
GOCC_CALCIUM_CHANNEL_COMPLEX	0.13896869287574057	1.5023964592580314	74	1
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.14178462103485415	1.0614375415695607	231	2
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	0.14219867278940745	0.8727737214990348	421	3
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.14256038916039862	1.488738232348795	75	1
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	0.14256038916039884	1.488738232348794	75	1
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	0.14344009260808438	1.0570272265793503	232	2
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	0.14360571300605107	0.6855784610846689	856	5
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	0.14617460905705085	1.475262634398936	76	1
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	0.1461746090570509	1.4752626343989357	76	1
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	0.1461746090570509	1.4752626343989355	76	1
GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION	0.1461746090570511	1.4752626343989352	76	1
GOCC_MICROTUBULE	0.14668983688765883	0.8630356384232855	425	3
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	0.14895992742697312	0.858200379236769	427	3
GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	0.14981057485423244	1.461964827266643	77	1
GOBP_PIGMENT_METABOLIC_PROCESS	0.14981057485423246	1.4619648272666428	77	1
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	0.14981057485423246	1.4619648272666428	77	1
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	0.14981057485423255	1.4619648272666423	77	1
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	0.14981057485423394	1.4619648272666377	77	1
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	0.1505459839013578	-1.4505306326039764	1309	1
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	0.15235187018832458	0.6709178955898614	868	5
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	0.15346752494608168	1.4488401625521699	78	1
GOBP_VESICLE_BUDDING_FROM_MEMBRANE	0.15346752494608185	1.4488401625521694	78	1
GOBP_SYNAPTIC_VESICLE_RECYCLING	0.15346752494608185	1.4488401625521694	78	1
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.15346752494608207	1.4488401625521685	78	1
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.15353239391192638	1.0309566137254056	238	2
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	0.15524048550698416	1.0266752483171877	239	2
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	0.15714471362443047	1.4358841718040265	79	1
GOBP_LIPID_STORAGE	0.15714471362443055	1.4358841718040263	79	1
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION	0.15714471362443055	1.4358841718040263	79	1
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	0.15714471362443094	1.4358841718040263	79	1
GOCC_CYTOPLASMIC_MICROTUBULE	0.15714471362443094	1.4358841718040256	79	1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	0.16040824905360718	1.0139373613395004	242	2
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	0.16084141086333137	1.4230925573489166	80	1
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	0.16084141086333137	1.4230925573489166	80	1
GOCC_PRESYNAPTIC_ACTIVE_ZONE	0.1608414108633317	1.4230925573489162	80	1
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	0.1608414108633317	1.4230925573489162	80	1
GOBP_MRNA_PROCESSING	0.16173210825761153	0.8319984492415246	438	3
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	0.16214514066595664	1.0097263106413297	243	2
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.1645569020970732	1.4104611836986791	81	1
GOBP_RESPONSE_TO_AXON_INJURY	0.1645569020970732	1.410461183698679	81	1
GOBP_MYELOID_CELL_DEVELOPMENT	0.1645569020970732	1.4104611836986791	81	1
GOBP_PROTEOLYSIS	0.16522648638123638	-0.9989589561446863	1663	2
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	0.16769475041805637	0.8203017503074568	443	3
GOCC_GABA_ERGIC_SYNAPSE	0.1682904879928948	1.3979860694907298	82	1
GOBP_MUSCLE_CELL_MIGRATION	0.16829048799289492	1.3979860694907296	82	1
GOBP_MITOTIC_CYTOKINESIS	0.16829048799289525	1.3979860694907293	82	1
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0.16829048799289537	1.3979860694907291	82	1
GOBP_ORGANELLE_ASSEMBLY	0.1683234147536854	0.6457229759538342	889	5
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.16916268580543636	0.9930528432517243	247	2
GOBP_MRNA_METABOLIC_PROCESS	0.16958490325630549	0.7133919514732012	661	4
GOCC_CONDENSED_CHROMOSOME	0.17093427809961248	0.9889264632443422	248	2
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.17131840418914224	0.8133458708252795	446	3
GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	0.1720414842191873	1.3856633799232296	83	1
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	0.1720414842191874	1.3856633799232299	83	1
GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II	0.17204148421918752	1.3856633799232296	83	1
GOBP_PATTERN_SPECIFICATION_PROCESS	0.17253388114416834	0.8110374605727024	447	3
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT	0.1758092212101755	1.3734894196486092	84	1
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	0.1758092212101755	1.3734894196486092	84	1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	0.17580922121017561	1.373489419648609	84	1
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS	0.17580922121017561	1.373489419648609	84	1
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	0.17580922121017561	1.373489419648609	84	1
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.17594676762230566	0.5158283796089305	1643	8
GOBP_ASSOCIATIVE_LEARNING	0.17959304392778774	1.3614606260927458	85	1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	0.17959304392778785	1.3614606260927453	85	1
GOCC_SARCOPLASM	0.17959304392778797	1.3614606260927449	85	1
GOBP_NEURON_PROJECTION_ORGANIZATION	0.17959304392778797	1.3614606260927449	85	1
GOBP_POSITIVE_REGULATION_OF_CELL_COMMUNICATION	0.18216659097691712	0.5084928355999594	1654	8
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	0.18339231162146852	1.3495735631694208	86	1
GOBP_RESPONSE_TO_VITAMIN	0.18339231162146863	1.349573563169421	86	1
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION	0.18339231162146874	1.3495735631694206	86	1
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	0.18339231162146874	1.3495735631694206	86	1
GOBP_POSITIVE_REGULATION_OF_HISTONE_MODIFICATION	0.18339231162146963	1.3495735631694192	86	1
GOCC_NUCLEAR_ENVELOPE	0.18364116935642294	0.7904872073191747	456	3
GOBP_BONE_REMODELING	0.18720639758653568	1.3378249153624429	87	1
GOBP_DENDRITIC_SPINE_DEVELOPMENT	0.187206397586536	1.3378249153624424	87	1
GOBP_OOGENESIS	0.18720639758653623	1.3378249153624422	87	1
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.18720639758653634	1.3378249153624422	87	1
GOBP_AXON_DEVELOPMENT	0.1886730182449976	0.7814813381194213	460	3
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	0.18924498306894	0.6153066318913117	915	5
GOBP_MEMBRANE_DOCKING	0.19103468892168607	1.326211482149838	88	1
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	0.1910346889216863	1.3262114821498379	88	1
GOBP_MIDBRAIN_DEVELOPMENT	0.1910346889216864	1.3262114821498376	88	1
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.1910346889216865	1.3262114821498372	88	1
GOBP_HISTONE_DEACETYLATION	0.1910346889216865	1.3262114821498372	88	1
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	0.19103468892168662	1.326211482149837	88	1
GOBP_COLLAGEN_METABOLIC_PROCESS	0.19103468892168662	1.326211482149837	88	1
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	0.19288855125018622	0.6762110856051248	685	4
GOBP_POST_EMBRYONIC_DEVELOPMENT	0.19487658628618476	1.314730172746638	89	1
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.19487658628618476	1.3147301727466385	89	1
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	0.1948765862861851	1.314730172746638	89	1
GOBP_REGULATION_OF_CELL_CELL_ADHESION	0.19761599439061517	0.7659045093023369	467	3
GOBP_CHEMOKINE_PRODUCTION	0.19873150365715553	1.3033780011447935	90	1
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	0.19873150365715564	1.3033780011447937	90	1
GOBP_CELL_GROWTH	0.19890757830702455	0.7636979776353137	468	3
GOBP_VASCULATURE_DEVELOPMENT	0.19893439514059974	0.6671131896977939	691	4
GOBP_RNA_CATABOLIC_PROCESS	0.20016101032742606	0.9250642384643518	264	2
GOBP_REGULATION_OF_CYTOKINESIS	0.20259886808745498	1.2921520814301282	91	1
GOBP_ROOF_OF_MOUTH_DEVELOPMENT	0.20259886808745498	1.2921520814301282	91	1
GOCC_PHOTORECEPTOR_OUTER_SEGMENT	0.20259886808745498	1.2921520814301282	91	1
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	0.2025988680874551	1.2921520814301284	91	1
GOCC_MEMBRANE_PROTEIN_COMPLEX	0.2042454498633881	-1.2810450863543315	1117	1
GOBP_CELL_ADHESION	0.20559492723245487	0.51079058460973	1434	7
GOCC_MICROVILLUS	0.20647811946446404	1.2810496233580915	92	1
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.20647811946446415	1.2810496233580912	92	1
GOCC_NUCLEAR_PORE	0.21036871027017146	1.2700679281712328	93	1
GOCC_P_BODY	0.21036871027017157	1.2700679281712333	93	1
GOBP_CELLULAR_SENESCENCE	0.21036871027017157	1.2700679281712335	93	1
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	0.21036871027017157	1.2700679281712333	93	1
GOCC_NUCLEOLUS	0.21051903164823682	0.5868289211409378	940	5
GOBP_REGULATION_OF_CATABOLIC_PROCESS	0.2113929340420413	0.5857049033239333	941	5
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	0.214270105342808	1.259204384642853	94	1
GOBP_RNA_DESTABILIZATION	0.214270105342808	1.259204384642853	94	1
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	0.21427010534280888	1.2592043846428507	94	1
GOBP_HISTONE_LYSINE_METHYLATION	0.21427010534280955	1.2592043846428487	94	1
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	0.214671894885753	0.7375745278165108	480	3
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.2157884300620554	0.580101841574876	946	5
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION	0.21818178164034907	1.248456465332161	95	1
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	0.21818178164034918	1.2484564653321604	95	1
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	0.21920347984990596	0.8870755238481336	274	2
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.22210322800610716	1.2378217230375823	96	1
GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS	0.22210322800610716	1.2378217230375819	96	1
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER	0.2221032280061077	1.2378217230375816	96	1
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.2221032280061077	1.2378217230375814	96	1
GOBP_CARDIAC_CONDUCTION	0.2221032280061077	1.2378217230375814	96	1
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	0.22291050743656093	0.5711953869070668	954	5
GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH	0.22380842377519994	0.5700870878027136	955	5
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.22603394493657725	1.227297787435877	97	1
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	0.2260339449365777	1.2272977874358768	97	1
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	0.22603394493658036	1.2272977874358686	97	1
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	0.2260339449365809	1.2272977874358677	97	1
GOCC_CELL_CELL_JUNCTION	0.22680575870833752	0.7183988487909077	489	3
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	0.22697184528258818	0.8722641845749568	278	2
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	0.2281698242700334	0.7162896078380133	490	3
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	0.2299734443518251	1.2168823618952451	98	1
GOBP_VIRAL_GENE_EXPRESSION	0.22997344435182554	1.2168823618952447	98	1
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	0.22997344435182554	1.216882361895245	98	1
GOCC_TRANSCRIPTION_REGULATOR_COMPLEX	0.23090728027530139	0.7120837492388159	492	3
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	0.23285161371148833	0.8612938339315698	281	2
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	0.23285161371148888	0.8612938339315686	281	2
GOBP_REGULATION_OF_LOCOMOTION	0.23287998309118174	0.5590644896139423	965	5
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	0.2339212493684648	1.2065732204520245	99	1
GOBP_RENAL_TUBULE_DEVELOPMENT	0.2339212493684648	1.2065732204520245	99	1
GOBP_ARTERY_DEVELOPMENT	0.2339212493684656	1.2065732204520236	99	1
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.234821436406616	0.8576628620880418	282	2
GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS	0.236419046255391	0.7037220455872224	496	3
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	0.23780457268179223	0.7016419404463345	497	3
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.23787689407547563	1.1963682049407223	100	1
GOCC_PML_BODY	0.2378768940754762	1.1963682049407212	100	1
GOBP_REGULATION_OF_HEART_RATE	0.2378768940754762	1.1963682049407212	100	1
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0.23787689407547652	1.1963682049407207	100	1
GOBP_INNER_EAR_MORPHOGENESIS	0.23787689407547652	1.1963682049407207	100	1
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	0.2380519405735675	0.6126439617108761	728	4
GOBP_LEUKOCYTE_HOMEOSTASIS	0.2418399233128885	1.1862652222683858	101	1
GOBP_MACROPHAGE_ACTIVATION	0.24183992331288862	1.1862652222683852	101	1
GOCC_FILOPODIUM	0.24183992331288862	1.1862652222683852	101	1
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	0.24183992331288862	1.1862652222683854	101	1
GOBP_REGULATION_OF_TOR_SIGNALING	0.24183992331288862	1.1862652222683854	101	1
GOCC_CORTICAL_CYTOSKELETON	0.24183992331288862	1.1862652222683854	101	1
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	0.24183992331288862	1.1862652222683854	101	1
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	0.24580989245349372	1.1762622418245592	102	1
GOBP_REGULATION_OF_EXTENT_OF_CELL_GROWTH	0.24580989245349394	1.1762622418245587	102	1
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	0.2487432869688213	0.8325981169078559	289	2
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0.24874328696882197	0.8325981169078551	289	2
GOCC_GOLGI_LUMEN	0.24978636718769331	1.1663572930187578	103	1
GOBP_PEPTIDYL_LYSINE_METHYLATION	0.24978636718769331	1.1663572930187578	103	1
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	0.25075049873311983	0.8290666794264657	290	2
GOBP_RESPONSE_TO_HEAT	0.25376892331147205	1.1565484629381932	104	1
GOBP_MAPK_CASCADE	0.25589063301806436	0.5899138030681595	744	4
GOBP_CELL_CHEMOTAXIS	0.25679854230756394	0.818544356109376	293	2
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	0.25750987459509833	0.6729430384717654	511	3
GOBP_CHONDROCYTE_DIFFERENTIATION	0.25775714651767156	1.146833894118542	105	1
GOBP_NEURAL_TUBE_FORMATION	0.2577571465176719	1.1468338941185414	105	1
GOBP_MESENCHYME_DEVELOPMENT	0.2588231864254317	0.8150606365956105	294	2
GOBP_PROTEIN_CATABOLIC_PROCESS	0.26027854827770225	-1.1360003270202719	974	1
GOBP_T_CELL_DIFFERENTIATION	0.2608520592527117	0.8115886426011154	295	2
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	0.2608520592527124	0.8115886426011141	295	2
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	0.26175063219050576	1.1372117824214767	106	1
GOBP_CELL_FATE_SPECIFICATION	0.26574898520344503	1.1276803750127247	107	1
GOBP_MYOBLAST_DIFFERENTIATION	0.2657489852034456	1.1276803750127242	107	1
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	0.26574898520344725	1.1276803750127191	107	1
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY	0.2657489852034476	1.1276803750127187	107	1
GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	0.26730399238450986	0.5759457938948064	754	4
GOBP_INTERLEUKIN_1_PRODUCTION	0.2697518197204434	1.1182379684350836	108	1
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	0.2713656858022687	0.4438070865827528	1525	7
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.2737587590005346	1.1088829067711055	109	1
GOCC_PIGMENT_GRANULE	0.27375875900053515	1.1088829067711048	109	1
GOBP_PYRUVATE_METABOLIC_PROCESS	0.27375875900053515	1.108882906771105	109	1
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.27375875900053515	1.1088829067711048	109	1
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	0.27375875900053526	1.1088829067711046	109	1
GOBP_INORGANIC_ION_HOMEOSTASIS	0.2777595943386758	0.6450033591901337	525	3
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	0.2777694352058736	1.099613579890333	110	1
GOBP_PROTEIN_DEPOLYMERIZATION	0.2777694352058736	1.099613579890333	110	1
GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	0.2817834892130885	1.0904284217767661	111	1
GOBP_SENSORY_PERCEPTION	0.2848147431442708	-1.0793510072237182	923	1
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	0.28481474314427124	-1.0793510072237171	923	1
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.2855098881094156	0.7708110073115081	307	2
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	0.2858005704281339	1.0813259089317862	112	1
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0.28580057042813445	1.081325908931785	112	1
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	0.2896719148085831	0.7641685854054947	309	2
GOBP_MYOTUBE_DIFFERENTIATION	0.28982033660442674	1.0723045588489273	113	1
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	0.28982033660442696	1.0723045588489268	113	1
GOCC_AUTOPHAGOSOME	0.28982033660442696	1.0723045588489268	113	1
