ontology	genes_in_set	overlapping_genes	Beta	P	P_bonf_adj	cond_P	cond_P_bonf_adj
neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0099583)	1	1	0.0	1.0	1.0	1.0	1.0
G-protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098872)	1	1	0.0	1.0	1.0	1.0	1.0
intracellular cAMP-activated cation channel activity involved in regulation of postsynaptic membrane potential (GO:0140233)	4	0	0.0	1.0	1.0	1.0	1.0
voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)	5	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)	22	0	0.0	1.0	1.0	1.0	1.0
postsynaptic neurotransmitter receptor diffusion trapping (GO:0098970)	8	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054)	5	0	0.0	1.0	1.0	1.0	1.0
postsynaptic neurotransmitter receptor endocytosis (GO:0098884)	54	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)	43	0	0.0	1.0	1.0	1.0	1.0
ATPase-coupled calcium ion transmembrane transporter activity involved in regulation of postsynaptic cytosolic calcium levels (GO:1905059)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endocytosis (GO:0140239)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic dense core vesicle exocytosis (GO:0150044)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynapse to nucleus signaling pathway (GO:1905539)	2	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by lipid (GO:0099541)	11	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by endocannabinoid (GO:0099542)	11	0	0.0	1.0	1.0	1.0	1.0
retrograde trans-synaptic signaling by endocannabinoid (GO:0098921)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of retrograde trans-synaptic signaling by endocanabinoid (GO:0099178)	3	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0099553)	5	0	0.0	1.0	1.0	1.0	1.0
regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission (GO:0150036)	4	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by neuropeptide (GO:0099540)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by soluble gas (GO:0099543)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by nitric oxide (GO:0099548)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0099555)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic dense core vesicle exocytosis (GO:0150038)	2	0	0.0	1.0	1.0	1.0	1.0
retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)	4	0	0.0	1.0	1.0	1.0	1.0
presynapse to nucleus signaling pathway (GO:0099526)	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic chaperone-mediated protein folding	3	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
extrasynaptic space (GO:0099544)	7	0	0.0	1.0	1.0	1.0	1.0
perisynaptic extracellular matrix (GO:0098966)	6	0	0.0	1.0	1.0	1.0	1.0
ATPase-coupled calcium ion transmembrane transporter activity involved in regulation of presynaptic cytosolic calcium levels (GO:1905056)	1	0	0.0	1.0	1.0	1.0	1.0
calcium ion binding involved in regulation of presynaptic cytosolic calcium levels (GO:0099534)	2	0	0.0	1.0	1.0	1.0	1.0
G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential (GO:0150047)	5	0	0.0	1.0	1.0	1.0	1.0
intracellular cAMP-activated cation channel activity involved in regulation of presynaptic membrane potential (GO:0140232)	1	1	0.0	1.0	1.0	1.0	1.0
presynaptic endocytosis (GO:0140238)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic vesicle cycle (GO:0098693)	21	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle clustering (GO:0097091)	8	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle endosomal processing (GO:0099532)	13	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle budding from endosome (GO:0016182)	4	0	0.0	1.0	1.0	1.0	1.0
presynaptic signaling pathway (GO:0098928)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle to endosome fusion (GO:0016189)	5	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic vesicle docking (GO:0099148)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic vesicle priming (GO:0010807)	7	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle neurotransmitter loading (GO:0098700)	9	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic vesicle neurotransmitter loading (GO:0099162)	2	0	0.0	1.0	1.0	1.0	1.0
zinc ion import into synaptic vesicle (GO:0099180)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of proton loading (GO:1901546)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic vesicle endocytosis (GO:1900242)	24	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0016185)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0098694)	1	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle uncoating (GO:0016191)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of presynaptic dense core vesicle exocytosis (GO:0099161)	11	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter uptake (GO:0001504)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic vesicle exocytosis (GO:2000300)	37	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport, postsynaptic endosome to lysosome (GO:0098943)	2	0	0.0	1.0	1.0	1.0	1.0
